customer_id,customer_name,email,registration_date,customer_type
CUST_0166,Kelly Hart,samanthaday@example.org,2026-01-04 21:42:32,REGULAR
CUST_0167,Bryan Carroll,codycoleman@example.org,2024-10-12 08:30:13,REGULAR
CUST_0168,Jonathan Singh,vaughnmarie@example.com,2024-04-29 00:37:02,REGULAR
CUST_0169,Sarah Mccormick,wwilliams@example.net,2026-06-19 01:32:21,REGULAR
CUST_0170,Colin Bass,adonaldson@example.org,2025-09-26 16:52:11,REGULAR
CUST_0171,Gregory Ross,vjennings@example.com,2025-01-29 10:38:12,REGULAR
CUST_0172,Brandon Shelton,westjames@example.com,2024-02-24 02:40:04,PREMIUM
CUST_0173,Michael Mcintosh,myersheather@example.org,2025-12-02 20:29:55,REGULAR
CUST_0174,Daniel Henry,rachelcruz,2026-01-12 14:12:38,REGULAR
CUST_0175,Nathaniel Jenkins,josephvasquez@example.com,2025-05-20 08:31:19,VIP
CUST_0176,Sherri Webster,bbarajas@example.net,2026-01-09 14:21:51,VIP
CUST_0177,Casey Jones,istone@example.org,2025-05-10 12:23:15,REGULAR
CUST_0178,Kimberly Anderson,rodriguezdeborah@example.com,2026-03-08 11:35:00,REGULAR
CUST_0179,Jennifer Sullivan,bakershawn@example.net,2025-09-20 15:32:47,VIP
CUST_0180,Jeffery Roberts,john42@example.com,2026-05-11 14:59:37,VIP
CUST_0181,Kim Young,laurashaffer@example.com,2023-10-04 11:00:33,REGULAR
CUST_0182,Brittney Bailey,jarvismike@example.net,2024-12-13 13:03:25,REGULAR
CUST_0183,Andrew Ellison,alejandramiller@example.org,2023-10-26 18:56:35,REGULAR
CUST_0184,Shannon Hall,blopez@example.com,2025-01-14 14:55:00,PREMIUM
CUST_0185,Troy Thomas,psmith@example.com,2024-05-24 01:21:59,REGULAR
CUST_0186,Roberto Walker,xmoore@example.com,2025-03-13 14:33:03,REGULAR
CUST_0187,Jill Poole,arthurmiller@example.org,2024-09-07 19:10:02,PREMIUM
CUST_0188,John Duarte,simmonsrichard@example.com,2024-09-18 13:42:49,REGULAR
CUST_0189,Rhonda Harris,sthompson@example.net,2024-09-22 12:54:47,REGULAR
CUST_0190,Jessica Taylor,amymejia@example.net,2023-08-08 07:04:24,REGULAR
CUST_0191,Wesley Barry,coreydavenport@example.net,2025-06-27 20:05:10,VIP
CUST_0192,Lisa Holloway,katie26@example.com,2025-05-24 17:06:55,REGULAR
CUST_0193,Bernard Villegas,wreyes@example.net,2025-04-26 10:26:26,REGULAR
CUST_0194,Richard House,williamthomas@example.com,2024-04-09 07:58:10,REGULAR
CUST_0195,Shannon Anderson,wpeters@example.net,2023-10-15 09:50:17,REGULAR
CUST_0196,Jennifer Smith,jgarrett@example.com,2024-01-05 06:41:08,REGULAR
CUST_0197,Jennifer Schultz,brian26@example.com,2025-06-26 23:19:53,REGULAR
CUST_0198,Sarah Jordan,kenneth02@example.com,2026-04-11 04:32:10,REGULAR
CUST_0199,Stephen Taylor,zsimmons@example.net,2026-03-22 00:48:39,REGULAR
CUST_0200,Gregory Preston,carolyn59example.org,2023-08-27 17:24:25,REGULAR
CUST_0201,Brian Schneider,margaretmoran@example.com,2025-01-31 00:17:38,REGULAR
CUST_0202,Miguel Miller,reyesnicholas@example.org,2024-11-30 18:58:49,REGULAR
CUST_0203,Christina Green,tammy91@example.net,2026-06-23 22:40:44,REGULAR
CUST_0204,Dana Jones,johnsontiffany@example.org,2026-01-23 03:02:24,REGULAR
CUST_0205,Carrie Clark,andersonnatalie@example.com,2025-07-09 05:55:55,REGULAR
CUST_0206,Jesse Robinson,fbell@example.net,2023-08-10 06:06:23,PREMIUM
CUST_0207,Shawn Collier,robinmartinez@example.com,2025-01-26 03:27:48,REGULAR
CUST_0208,Tina Elliott,alex38@example.org,2024-08-06 20:57:51,REGULAR
CUST_0209,Megan Hughes,michellesimpson@example.org,2026-05-10 12:26:17,REGULAR
CUST_0210,Sean Santos,katiebrown@example.org,2024-07-31 03:01:35,REGULAR
CUST_0211,Natasha Buchanan,uhines@example.com,2024-11-29 21:28:39,REGULAR
CUST_0212,William Watkins,bsullivan@example.org,2023-08-22 12:54:21,REGULAR
CUST_0213,Evan Williams,vreid@example.com,2023-11-15 19:59:45,REGULAR
CUST_0214,Daniel Robinson,kimmark@example.org,2026-06-23 23:22:56,PREMIUM
CUST_0215,Misty Cox,xlee@example.org,2024-02-15 17:45:21,REGULAR
CUST_0216,Tara Collins,elizabethallen@example.com,2025-08-06 10:32:19,REGULAR
CUST_0217,Valerie White,jcarter@example.net,2024-10-30 20:18:22,VIP
CUST_0218,Kristi Mitchell,rbuckley@example.net,2025-07-06 06:53:33,REGULAR
CUST_0219,Crystal Hernandez,bmyers@example.net,2025-03-03 09:20:13,PREMIUM
CUST_0220,Sara Munoz,amyflores@example.org,2026-02-04 11:54:29,PREMIUM
CUST_0221,Todd Harrell,jody26@example.org,2024-10-29 10:44:25,REGULAR
CUST_0222,Michael Williams,reginald53@example.com,2025-07-09 00:32:29,REGULAR
CUST_0223,Alex King,gentryjames@example.org,2025-07-01 23:07:02,REGULAR
CUST_0224,Melissa Ross,janetwilliams@example.org,2023-11-06 19:20:57,REGULAR
CUST_0225,Amy Johnson,tcamacho@example.com,2025-10-19 10:30:02,REGULAR
CUST_0226,Parker Lewis,ujohnson@example.com,2024-07-09 13:45:51,PREMIUM
CUST_0227,Jasmine Contreras,thomasrussell@example.net,2024-07-03 20:44:36,REGULAR
CUST_0228,Matthew Rogers,ginaperez@example.com,2024-08-18 10:51:25,VIP
CUST_0229,Justin Ritter,robinalvarez@example.com,2024-12-26 22:45:51,PREMIUM
CUST_0230,Brian Martinez,tferguson@example.org,2024-09-25 21:14:17,REGULAR
CUST_0231,Jody Harris,kmercer@example.net,2024-01-20 18:22:59,REGULAR
CUST_0232,Crystal Warner,ozimmerman@example.com,2025-03-25 20:15:41,REGULAR
CUST_0233,Christine Smith,bcastro@example.org,2025-03-11 14:37:52,PREMIUM
CUST_0234,Madison Graham,ajohnson@example.com,2025-08-12 05:15:33,REGULAR
CUST_0235,Richard Jordan,yhernandez,2026-03-23 21:33:16,REGULAR
CUST_0236,Diane Moreno,tmoore@example.org,2025-08-20 07:56:25,REGULAR
CUST_0237,Danielle Allen,bradle@example.org,2024-05-08 21:34:24,REGULAR
CUST_0238,Kimberly Wright,regina25@example.com,2026-06-18 22:49:19,REGULAR
CUST_0239,Andrea Little,ericagonzalez@example.com,2024-08-15 10:59:39,REGULAR
CUST_0240,Paula Mayer,nicholas15@example.org,2023-08-01 19:40:32,REGULAR
CUST_0241,Diane Ayala,christine59@example.com,2024-08-31 21:39:05,REGULAR
CUST_0242,Jennifer Hobbs,brianaaguilar@example.org,2026-06-22 04:29:12,REGULAR
CUST_0243,Joseph Perez,meredith69@example.net,2026-06-10 08:29:41,REGULAR
CUST_0244,Bradley Jones,dayariana@example.net,2024-01-02 00:48:32,REGULAR
CUST_0245,Tracy Cruz,ithomas@example.org,2023-08-22 20:45:21,REGULAR
CUST_0246,Timothy Mclaughlin,ricky49@example.net,2024-07-17 06:51:57,PREMIUM
CUST_0247,Jennifer Ward,cwarner@example.org,2023-08-21 13:27:40,REGULAR
CUST_0248,Kayla Parker,alex89@example.net,2023-08-10 17:52:22,PREMIUM
CUST_0249,Tara Gonzalez,wwhite@example.net,2024-01-05 22:53:47,VIP
CUST_0250,William Mack,porterannette@example.org,2025-08-15 14:11:06,REGULAR
CUST_0251,Diana Galloway,mayersarah@example.org,2023-10-03 12:45:26,REGULAR
CUST_0252,Matthew James,oday@example.org,2025-09-11 13:21:53,PREMIUM
CUST_0253,Cassie Ray,charlesallen@example.org,2026-07-01 19:13:39,PREMIUM
CUST_0254,Timothy Rivera,jennifer44@example.org,2026-01-24 07:18:45,REGULAR
CUST_0255,Andre Bright,rpeterson@example.com,2025-09-27 21:26:01,PREMIUM
CUST_0256,Alejandro Burnett,zachary55@example.org,2024-07-25 03:40:45,REGULAR
CUST_0257,Mary Houston,gregoryfranklin@example.org,2024-01-24 15:01:00,REGULAR
CUST_0258,Patrick Giles,griffindebra@example.org,2026-03-11 05:53:26,VIP
CUST_0259,Crystal Murphy,munozandrew@example.org,2023-12-21 23:46:59,REGULAR
CUST_0260,Elaine Barnett,scottkyle@example.com,2023-07-15 15:56:39,REGULAR
CUST_0261,Omar Vance,wcook@example.com,2025-10-08 00:50:29,REGULAR
CUST_0262,Rachel King,nwilliams@example.com,2024-04-17 00:51:34,PREMIUM
CUST_0263,Troy Vang,bakeranthony@example.com,2023-12-31 01:27:43,PREMIUM
CUST_0264,Lynn Simmons,wgarcia@example.org,2026-06-15 13:45:27,PREMIUM
CUST_0265,Antonio Beltran,karencarter@example.com,2024-12-24 10:53:13,REGULAR
CUST_0266,Keith Martinez,bgill@example.org,2026-03-14 01:29:54,REGULAR
CUST_0267,Krista Perez,pmontoya@example.org,2024-12-25 12:53:51,PREMIUM
CUST_0268,Timothy Conway,kleinthomas@example.org,2024-09-08 11:21:21,REGULAR
CUST_0269,Jennifer Thomas,kellysilva@example.com,2024-01-03 06:38:27,REGULAR
CUST_0270,Cassandra Johnson,martinlozano@example.org,2023-09-05 15:43:16,REGULAR
CUST_0271,Bryan Welch,penningtonneil@example.org,2025-12-31 15:02:15,VIP
CUST_0272,Nicholas Young,justinbell@example.com,2024-11-29 02:21:12,REGULAR
CUST_0273,Julian Hartman,kimberly89@example.org,2023-08-13 21:01:33,PREMIUM
CUST_0274,Christina Roy,stacy78@example.com,2025-12-08 12:34:57,REGULAR
CUST_0275,Thomas Bryant,scottjoshua@example.org,2024-01-28 19:13:24,REGULAR
CUST_0276,John Townsend,parkercharlene@example.net,2025-10-19 06:33:25,REGULAR
CUST_0277,David Jensen,ltaylor@example.org,2023-10-16 14:48:59,REGULAR
CUST_0278,Gabriel Rogers,meganwarner@example.net,2024-04-22 06:19:13,REGULAR
CUST_0279,David Ramirez,christopher03@example.com,2025-06-02 06:03:23,REGULAR
CUST_0280,Christina Edwards,travis96@example.net,2025-07-25 08:06:03,PREMIUM
CUST_0281,Derrick Kane,coreysmith@example.com,2025-01-16 03:50:52,PREMIUM
CUST_0282,Monica Lawson,byrdphillip@example.com,2024-02-13 04:59:53,REGULAR
CUST_0283,John Clark,diana46@example.com,2023-09-30 06:02:17,PREMIUM
CUST_0284,Lisa Soto,tcole@example.org,2025-03-17 03:00:05,VIP
CUST_0285,Marcus Johnson,gilmorejoseph@example.net,2024-01-04 19:19:27,PREMIUM
CUST_0286,Ashley Pope,mark46@example.org,2024-12-19 01:16:11,REGULAR
CUST_0287,Monica Atkinson,michelletorres@example.com,2026-01-02 00:07:41,PREMIUM
CUST_0288,Omar Stephenson,batesmarilyn@example.net,2024-03-31 06:00:51,PREMIUM
CUST_0289,Anthony Buck,oking@example.net,2025-09-02 08:06:03,REGULAR
CUST_0290,Christopher Tucker,srivas@example.com,2026-06-17 03:11:52,REGULAR
CUST_0291,Kristen Hernandez,jonathanleonard@example.net,2024-05-24 12:08:11,PREMIUM
CUST_0292,Glenda Porter,schroederlawrence@example.com,2024-07-12 17:56:11,PREMIUM
CUST_0293,Richard Sharp,dustinmccarthy@example.net,2023-07-22 23:53:45,REGULAR
CUST_0294,Paul Kennedy,wallaceconnor@example.org,2024-03-09 23:09:58,REGULAR
CUST_0295,Sophia Harrell,vhall@example.org,2025-09-03 20:31:36,PREMIUM
CUST_0296,Cynthia Campbell,lucaskyle@example.com,2025-12-13 04:40:44,REGULAR
CUST_0297,Kimberly Williams,joy16@example.com,2024-05-13 12:56:53,REGULAR
CUST_0298,Dylan Beasley,tliu@example.net,2024-03-09 09:42:31,VIP
CUST_0299,Amy Fleming,danielle14@example.org,2024-03-29 06:26:12,REGULAR
CUST_0300,Nicholas Shaw,cassandraberg@example.org,2024-02-05 16:41:22,REGULAR
CUST_0301,Alex Simpson,larry07@example.net,2025-03-17 19:40:53,REGULAR
CUST_0302,Lindsey Miller,amber38@example.com,2025-08-28 08:20:07,PREMIUM
CUST_0303,Alec Williamson,elizabeth75@example.org,2024-11-21 14:05:05,PREMIUM
CUST_0304,Ronald Stevens,clevine@example.net,2024-10-12 20:34:35,REGULAR
CUST_0305,Jesse Hughes,robertdurham@example.com,2024-11-27 06:32:47,REGULAR
CUST_0306,Scott Warren,jeannemathis@example.net,2024-07-31 05:38:44,REGULAR
CUST_0307,Michael Collins,leah07@example.net,2026-01-24 17:38:40,REGULAR
CUST_0308,Andrea Baldwin,corey42@example.org,2026-04-05 21:50:31,REGULAR
CUST_0309,Lisa Fitzgerald,sandravega@example.net,2025-08-21 16:03:48,REGULAR
CUST_0310,Cynthia Allison,hansenashley@example.com,2024-01-28 20:11:49,VIP
CUST_0311,Scott Daniels,timothyfitzgerald@example.com,2025-03-12 15:55:09,REGULAR
CUST_0312,Jordan Spencer,sherryporter@example.org,2026-05-05 14:02:57,REGULAR
CUST_0313,Benjamin Becker,ryanweber@example.org,2024-10-28 11:20:36,REGULAR
CUST_0314,Jacqueline Maldonado,morrishenry@example.net,2025-01-02 07:37:43,VIP
CUST_0315,Angelica Martinez,rwilliams@example.com,2025-05-09 07:28:33,PREMIUM
CUST_0316,Logan Scott,leematthew@example.org,2025-05-08 19:55:46,PREMIUM
